seed,decisionIndex,microturnClass,elapsedMs,previewBranch,candidateCount,encodedStateBuildCount,encodedStateCacheObjectHitCount,encodedStateCacheHashHitCount,encodedStateCacheMissCount,bytecodeCacheCompileCount,cacheHits,cacheMisses,cacheCompileTimeMs,wasmScoreRowRouteCount,wasmScoreRowUnsupportedCount,wasmPreviewCandidateFeatureRowRouteCount,wasmPreviewCandidateFeatureRowUnsupportedCount,wasmProductionPreviewDriveRouteCount,wasmProductionPreviewDriveUnsupportedCount,wasmProductionPreviewDriveUnsupportedReasons,wasmProductionPreviewDriveBatchCount,marshalingMs,executionMs,deserializationMs,wasmCallCount,wasmTimingBuckets,bytesSerialized,serializationCallCount,wasmSerializationStats,cacheWriteMs,cacheWriteBytes,cacheWriteCount,tokenStateIndexBuildCount,persistentTokenStateIndexCacheHitCount,persistentTokenStateIndexCacheMissCount,persistentTokenStateIndexCacheWriteCount,zobristKeyCacheHitCount,zobristKeyCacheMissCount,staticRebuildCount,hotPathBuckets,seatId,profileId,turnCount,turnId,decisionKind,previewCapClass,selectedStableMoveKey,scoreRowsBatchSizeMean,scoreRowsBatchSizeMin,scoreRowsBatchSizeMax,scoreRowsBatchSizeHistogram,previewCandidateFeatureRowsBatchSizeMean,previewCandidateFeatureRowsBatchSizeMin,previewCandidateFeatureRowsBatchSizeMax,previewCandidateFeatureRowsBatchSizeHistogram,productionPreviewDriveBatchSizeMean,productionPreviewDriveBatchSizeMin,productionPreviewDriveBatchSizeMax,productionPreviewDriveBatchSizeHistogram
1000,14,rally:chooseNStep:confirm,0.0668,none,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],nva,nva-baseline,0,4,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.8.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:confirm:null,,,,,,,,,,,,
1000,15,rally:chooseOne,0.0531,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],nva,nva-baseline,0,4,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.8.stages[1].effects.0.forEach.effects.1.let.in.0.if.then.0.if.else.0.chooseOne::$noBaseChoice[0]:""place-guerrilla""",,,,,,,,,,,,
1000,16,rally:chooseOne,0.0568,none,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],nva,nva-baseline,0,4,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.8.stages[2].effects.0.if.then.0.if.else.0.chooseOne::$improveTrail:""no""",,,,,,,,,,,,
1000,17,march,4.2953,singlePass,1,1,0,0,1,0,13,0,0,1,0,1,0,1,0,[],1,0.8129,0.4186,0.0855,14,"[{""routeClass"":""previewCandidateFeatureRows"",""marshalingNs"":197200,""executionNs"":35600,""deserializationNs"":1500,""callCount"":1,""batchSizeSum"":1,""batchSizeMin"":1,""batchSizeMax"":1,""batchSizeHistogram"":{""1"":1}},{""routeClass"":""productionPreviewDrive"",""marshalingNs"":117400,""executionNs"":7000,""deserializationNs"":79200,""callCount"":1,""batchSizeSum"":1,""batchSizeMin"":1,""batchSizeMax"":1,""batchSizeHistogram"":{""1"":1}},{""routeClass"":""scoreRows"",""marshalingNs"":498300,""executionNs"":376000,""deserializationNs"":4800,""callCount"":12,""batchSizeSum"":12,""batchSizeMin"":1,""batchSizeMax"":10,""batchSizeHistogram"":{""1"":12}}]",423440,14,"[{""axisLabel"":""march|none"",""totalBytes"":423440,""callCount"":14}]",0,0,0,0,0,0,0,0,0,1,[],nva,nva-baseline,0,5,actionSelection,standard256,march|{}|true|operation,1,1,10,"{""1"":12}",1,1,1,"{""1"":1}",1,1,1,"{""1"":1}"
1000,18,march:chooseNStep:add,0.0712,none,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],nva,nva-baseline,0,5,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.10.stages[0].effects.0.if.else.0.if.then.0.chooseN::$targetSpaces:add:""pleiku-darlac:none""",,,,,,,,,,,,
1000,19,march:chooseNStep:confirm,0.0312,none,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],nva,nva-baseline,0,5,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.10.stages[0].effects.0.if.else.0.if.then.0.chooseN::$targetSpaces:confirm:null,,,,,,,,,,,,
1000,20,march:chooseNStep:add,0.0611,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],nva,nva-baseline,0,5,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.10.stages[1].effects.0.forEach.effects.0.if.then.0.chooseN::$movingGuerrillas@pleiku-darlac:none[0]:add:""tok_nva-guerrillas_207""",,,,,,,,,,,,
1000,21,march:chooseNStep:confirm,0.0405,none,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],nva,nva-baseline,0,5,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.10.stages[1].effects.0.forEach.effects.0.if.then.0.chooseN::$movingGuerrillas@pleiku-darlac:none[0]:confirm:null,,,,,,,,,,,,
1000,22,govern,49.2065,singlePass,10,1,0,0,1,8,0,8,0.2691,1,0,0,2,0,2,"[{""unsupportedDriveClass"":""unsupported-effect"",""unsupportedOwner"":""production-preview-drive.cardEventAction"",""reason"":""production preview-drive does not route card event action candidates"",""count"":2}]",0,0.7447,0.3145,0.0108,8,"[{""routeClass"":""scoreRows"",""marshalingNs"":744700,""executionNs"":314500,""deserializationNs"":10800,""callCount"":8,""batchSizeSum"":72,""batchSizeMin"":1,""batchSizeMax"":10,""batchSizeHistogram"":{""9-16"":8}}]",264532,8,"[{""axisLabel"":""actionSelection|continuedDeepening"",""totalBytes"":264532,""callCount"":8}]",0,0,0,0,0,0,16,6520,66,1,[],arvn,arvn-evolved,0,6,actionSelection,standard256,govern|{}|false|specialActivity,9,1,10,"{""9-16"":8}",,,,,,,,
1000,23,govern:chooseNStep:add,227.1238,continuedDeepening,8,0,39,73,0,0,0,0,0,0,0,0,0,8,0,[],0,1.2633,0.1356,0.5805,24,"[{""routeClass"":""productionPreviewDrive"",""marshalingNs"":1263300,""executionNs"":135600,""deserializationNs"":580500,""callCount"":24,""batchSizeSum"":24,""batchSizeMin"":1,""batchSizeMax"":1,""batchSizeHistogram"":{""1"":24}}]",3264,24,"[{""axisLabel"":""production-deep-choosenstep-continuation|continuedDeepening"",""totalBytes"":3264,""callCount"":24}]",0,0,0,0,0,0,0,106935,1,0,[],arvn,arvn-evolved,0,6,chooseNStep,deep1024,"chooseNStep:decision:doc.actionPipelines.20.stages[0].effects.0.if.else.0.if.else.0.chooseN::$targetSpaces:add:""an-loc:none""",,,,,,,,,1,1,1,"{""1"":24}"
1000,24,govern:chooseNStep:confirm,253.2871,continuedDeepening,9,0,34,15,0,0,0,0,0,0,0,0,0,0,7,"[{""unsupportedDriveClass"":""unknown"",""unsupportedOwner"":""production-deep-choosenstep-continuation.projectedState"",""reason"":""deep preview-drive reached a terminal boundary before materializing a WASM projected state"",""count"":7}]",0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,52450,0,0,[],arvn,arvn-evolved,0,6,chooseNStep,deep1024,chooseNStep:decision:doc.actionPipelines.20.stages[0].effects.0.if.else.0.if.else.0.chooseN::$targetSpaces:confirm:null,,,,,,,,,,,,
1000,25,govern:chooseOne,3.3839,continuedDeepening,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,2,1097,3,0,[],arvn,arvn-evolved,0,6,chooseOne,deep1024,"chooseOne:decision:doc.actionPipelines.20.stages[1].effects.1.forEach.effects.0.chooseOne::$governMode@an-loc:none[0]:""patronage""",,,,,,,,,,,,
1000,26,rally,27.4911,singlePass,13,1,0,0,1,0,4,0,0,1,0,0,2,0,2,"[{""unsupportedDriveClass"":""unsupported-effect"",""unsupportedOwner"":""production-preview-drive.cardEventAction"",""reason"":""production preview-drive does not route card event action candidates"",""count"":2}]",0,0.4113,0.1384,0.0053,4,"[{""routeClass"":""scoreRows"",""marshalingNs"":411300,""executionNs"":138400,""deserializationNs"":5300,""callCount"":4,""batchSizeSum"":48,""batchSizeMin"":1,""batchSizeMax"":12,""batchSizeHistogram"":{""9-16"":4}}]",132940,4,"[{""axisLabel"":""actionSelection|none"",""totalBytes"":132940,""callCount"":4}]",0,0,0,0,0,0,6,2080,85,1,[],vc,vc-baseline,0,7,actionSelection,standard256,rally|{}|false|limitedOperation,12,1,12,"{""9-16"":4}",,,,,,,,
1000,27,rally:chooseNStep:add,0.0559,none,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],vc,vc-baseline,0,7,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.9.stages[0].effects.0.if.then.0.chooseN::$targetSpaces:add:""quang-duc-long-khanh:none""",,,,,,,,,,,,
1000,28,rally:chooseNStep:confirm,0.0644,none,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],vc,vc-baseline,0,7,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.9.stages[0].effects.0.if.then.0.chooseN::$targetSpaces:confirm:null,,,,,,,,,,,,
1000,29,rally:chooseOne,0.0292,none,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],vc,vc-baseline,0,7,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.9.stages[1].effects.0.forEach.effects.1.let.in.1.if.then.0.chooseOne::$withBaseChoice[0]:""flip-underground""",,,,,,,,,,,,
1000,30,event,23.4373,singlePass,20,1,0,0,1,0,12,0,0,1,0,0,1,0,1,"[{""unsupportedDriveClass"":""unsupported-effect"",""unsupportedOwner"":""production-preview-drive.cardEventAction"",""reason"":""production preview-drive does not route card event action candidates"",""count"":1}]",0,0.9415,0.4076,0.0167,12,"[{""routeClass"":""scoreRows"",""marshalingNs"":941500,""executionNs"":407600,""deserializationNs"":16700,""callCount"":12,""batchSizeSum"":228,""batchSizeMin"":1,""batchSizeMax"":19,""batchSizeHistogram"":{""17-32"":12}}]",399352,12,"[{""axisLabel"":""actionSelection|none"",""totalBytes"":399352,""callCount"":12}]",0,0,0,0,0,0,5,1130,7,1,[],nva,nva-baseline,0,8,actionSelection,standard256,"event|{""eventCardId"":""card-79"",""eventDeckId"":""fitl-events-initial-card-pack"",""side"":""shaded""}|false|event",19,1,19,"{""17-32"":12}",,,,,,,,
1000,31,event-decision:chooseNStep:confirm,0.0384,none,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],nva,nva-baseline,0,8,chooseNStep,standard256,chooseNStep:decision:doc.eventDecks.0.cards.78.shaded.effects.0.chooseN::$arvnPiecesToRemove:confirm:null,,,,,,,,,,,,
1000,32,advise,8.0081,singlePass,12,0,0,1,0,1,10,1,0.0603,1,0,1,0,4,0,[],4,1.1706,0.3917,0.31,15,"[{""routeClass"":""previewCandidateFeatureRows"",""marshalingNs"":169600,""executionNs"":36400,""deserializationNs"":1700,""callCount"":1,""batchSizeSum"":11,""batchSizeMin"":1,""batchSizeMax"":11,""batchSizeHistogram"":{""9-16"":1}},{""routeClass"":""productionPreviewDrive"",""marshalingNs"":493100,""executionNs"":19600,""deserializationNs"":298600,""callCount"":4,""batchSizeSum"":4,""batchSizeMin"":1,""batchSizeMax"":1,""batchSizeHistogram"":{""1"":4}},{""routeClass"":""scoreRows"",""marshalingNs"":507900,""executionNs"":335700,""deserializationNs"":9700,""callCount"":10,""batchSizeSum"":110,""batchSizeMin"":1,""batchSizeMax"":19,""batchSizeHistogram"":{""9-16"":10}}]",366224,15,"[{""axisLabel"":""actionSelection|none"",""totalBytes"":361624,""callCount"":11},{""axisLabel"":""advise|none"",""totalBytes"":1168,""callCount"":1},{""axisLabel"":""airLift|none"",""totalBytes"":1256,""callCount"":1},{""axisLabel"":""airStrike|none"",""totalBytes"":1128,""callCount"":1},{""axisLabel"":""assault|none"",""totalBytes"":1048,""callCount"":1}]",0,0,0,0,0,0,0,0,0,0,[],us,us-baseline,0,9,actionSelection,standard256,advise|{}|false|operationPlusSpecialActivity,11,1,19,"{""9-16"":10}",11,1,11,"{""9-16"":1}",1,1,1,"{""1"":4}"
1000,33,advise:chooseNStep:add,0.0479,none,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],us,us-baseline,0,9,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.16.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:add:""phu-bon-phu-yen:none""",,,,,,,,,,,,
1000,34,advise:chooseNStep:confirm,0.0329,none,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],us,us-baseline,0,9,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.16.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:confirm:null,,,,,,,,,,,,
1000,35,advise:chooseOne,0.0284,none,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],us,us-baseline,0,9,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.16.stages[1].effects.0.forEach.effects.0.if.else.0.chooseOne::$adviseMode@phu-bon-phu-yen:none[0]:""assault""",,,,,,,,,,,,
1000,36,advise:chooseOne,0.022,none,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],us,us-baseline,0,9,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.16.stages[2].effects.0.chooseOne::$adviseAid:""no""",,,,,,,,,,,,
1000,37,rally,19.7371,singlePass,14,1,0,0,1,0,4,0,0,1,0,0,2,0,2,"[{""unsupportedDriveClass"":""unsupported-effect"",""unsupportedOwner"":""production-preview-drive.cardEventAction"",""reason"":""production preview-drive does not route card event action candidates"",""count"":2}]",0,0.4036,0.1397,0.0188,4,"[{""routeClass"":""scoreRows"",""marshalingNs"":403600,""executionNs"":139700,""deserializationNs"":18800,""callCount"":4,""batchSizeSum"":52,""batchSizeMin"":1,""batchSizeMax"":19,""batchSizeHistogram"":{""9-16"":4}}]",132924,4,"[{""axisLabel"":""actionSelection|none"",""totalBytes"":132924,""callCount"":4}]",0,0,0,0,0,0,5,1668,90,1,[],vc,vc-baseline,0,10,actionSelection,standard256,rally|{}|false|operation,13,1,19,"{""9-16"":4}",,,,,,,,
1000,38,rally:chooseNStep:add,0.042,none,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],vc,vc-baseline,0,10,chooseNStep,standard256,"chooseNStep:decision:doc.actionPipelines.9.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:add:""pleiku-darlac:none""",,,,,,,,,,,,
1000,39,rally:chooseNStep:confirm,0.0302,none,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],vc,vc-baseline,0,10,chooseNStep,standard256,chooseNStep:decision:doc.actionPipelines.9.stages[0].effects.0.if.else.0.chooseN::$targetSpaces:confirm:null,,,,,,,,,,,,
1000,40,rally:chooseOne,0.0265,none,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,[],0,0,[],0,0,0,0,0,0,0,0,0,0,[],vc,vc-baseline,0,10,chooseOne,standard256,"chooseOne:decision:doc.actionPipelines.9.stages[1].effects.0.forEach.effects.1.let.in.1.if.then.0.chooseOne::$withBaseChoice[0]:""flip-underground""",,,,,,,,,,,,
1000,41,event,29.5103,singlePass,10,1,0,0,1,0,10,0,0,1,0,0,1,0,1,"[{""unsupportedDriveClass"":""unsupported-effect"",""unsupportedOwner"":""production-preview-drive.cardEventAction"",""reason"":""production preview-drive does not route card event action candidates"",""count"":1}]",0,0.6216,0.3433,0.0107,10,"[{""routeClass"":""scoreRows"",""marshalingNs"":621600,""executionNs"":343300,""deserializationNs"":10700,""callCount"":10,""batchSizeSum"":90,""batchSizeMin"":1,""batchSizeMax"":19,""batchSizeHistogram"":{""9-16"":10}}]",328552,10,"[{""axisLabel"":""actionSelection|none"",""totalBytes"":328552,""callCount"":10}]",0,0,0,0,0,0,6,3277,5,1,[],us,us-baseline,0,11,actionSelection,standard256,"event|{""eventCardId"":""card-26"",""eventDeckId"":""fitl-events-initial-card-pack"",""side"":""shaded""}|false|event",9,1,19,"{""9-16"":10}",,,,,,,,
